Date,NO3_1,NO3_2,NO3_3,NO3_4,NO3_5,NO3_6,NO3_Avg,SRP_1,SRP_2,SRP_3,SRP_4,SRP_5,SRP_6,SRP_Avg,POP_1,POP_2,POP_3,POP_4,POP_5,POP_6,POP_Avg,PON_1,PON_2,PON_3,PON_4,PON_5,PON_6,PON_Avg,POC_1,POC_2,POC_3,POC_4,POC_5,POC_6,POC_Avg,Temp,Chlorophyll,Salinity,picoeuk_ml,PNEconc_ml,Proconc_ml,Synconc_ml,JGI_DOI,JGI_Project_Name,JGI_Sequencing_Project_ID,JGI_Library_Name,JGI_Project_ID,NCBI_BioSample
8/25/2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.383,1.615,33.48,,,,,,,,,,
8/26/2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.762,1.673,33.442,,,,,,,,,,
8/27/2014,0.21,,0.08,,0.08,,0.123,0.3,,0.286,,0.276,,0.287,0.249,0.269,0.299,0.366,0.287,0.524,0.332,3.784,2.951,3.641,4.022,4.474,3.998,3.812,30.81,29.7,28.59,40.8,39.41,43.02,35.388,18.59,1.637,33.429,,,,,,,,,,
8/28/2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.078,1.778,33.422,,,,,,,,,,
8/29/2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.551,1.753,33.428,,,,,,,,,,
8/30/2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.645,1.991,33.43,,,,,,,,,,
8/31/2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.338,1.654,33.45,,,,,,,,,,
9/1/2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.389,1.484,33.52,,,,,,,,,,
9/2/2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.78,1.65,33.556,7802.12,,,,,,,,,
9/3/2014,0.08,,0.08,,0.08,,0.08,0.226,,0.227,,0.11,,0.188,0.094,0.126,0.213,0.25,0.121,0.153,0.159,1.261,2.094,1.237,2.642,1.356,2.665,1.876,12.77,20.81,14.71,24.15,12.77,24.15,18.227,23.129,1.253,33.58,,11278.26297,14840.02552,52381.7573,,,,,,
9/4/2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.964,1.367,33.572,,,,,,,,,,
9/5/2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.667,1.68,33.573,,,,,,,,,,
9/6/2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.633,1.992,33.496,,,,,,,,,,
9/7/2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.76,2.123,33.394,,,,,,,,,,
9/8/2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.987,2.044,33.41,,,,,,,,,,
9/9/2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.968,1.744,33.442,9183.01,,,,,,,,,
9/10/2014,0.08,,0.08,,,,0.08,0.232,,0.53,,0.25,,0.337,0.095,0.097,0.079,0.085,0.078,0.076,0.085,1.166,3.118,0.928,3.808,0.952,2.927,2.15,12.49,19.7,11.93,25.53,12.21,23.59,17.575,21.642,1.659,33.465,,12109.58307,8325.159295,34642.00245,,,,,,
9/11/2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.692,1.374,33.546,,,,,,,,,,
9/12/2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.665,1.646,33.437,,,,,,,,,,
9/13/2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.476,1.547,33.406,,,,,,,,,,
9/14/2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.273,0.971,33.344,,,,,,,,,,
9/15/2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.26,1.862,33.347,,,,,,,,,,
9/16/2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.805,1.685,33.268,8843.98,,,,,,,,,
9/17/2014,,,0.08,,0.08,,0.08,0.287,,0.23,,0.29,,0.269,0.119,0.13,0.451,0.205,0.078,0.097,0.18,1.285,2.404,1.333,2.237,1.356,2.07,1.781,14.43,18.32,13.88,17.76,13.6,18.04,16.005,20.493,1.547,33.338,,12441.94665,16455.78204,55685.08131,10.46936/10.25585/60001365,Newport_SRmetag_140917.NP1,1309044,HOWYA,1308868,
9/18/2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.098,1.768,33.182,,,,,,,,,,
9/19/2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.832,1.912,33.034,,,,,,,,,,
9/20/2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.726,1.598,32.978,,,,,,,,,,
9/21/2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.442,1.507,33.238,,,,,,,,,,
9/22/2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.462,1.502,33.294,,,,,,,,,,
9/23/2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.411,1.64,33.275,12594.24,,,,,,,,,
9/24/2014,0.08,,0.08,,0.08,,0.08,0.205,,0.18,,0.19,,0.192,0.155,0.155,0.181,0.176,0.147,0.175,0.165,1.928,2.094,3.26,2.047,2.999,2.689,2.503,17.21,17.76,,17.48,21.65,20.54,18.928,19.955,2.184,33.268,,19972.68258,21056.29364,55507.2639,,,,,,
9/25/2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.865,2.517,33.232,,,,,,,,,,
9/26/2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.676,0.974,33.217,,,,,,,,,,
9/27/2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.588,1.403,33.202,,,,,,,,,,
9/28/2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.013,0.992,33.175,,,,,,,,,,
9/29/2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.502,1.201,33.265,,,,,,,,,,
9/30/2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.649,2.053,33.23,14828.95,,,,,,,,,
10/1/2014,0.08,,0.08,,,,0.08,0.281,,0.27,,0.32,,0.29,0.181,0.147,0.133,0.088,0.166,0.176,0.149,1.666,2.38,1.832,2.38,2.047,2.499,2.134,16.65,19.15,18.32,20.54,19.15,17.48,18.548,19.344,1.923,33.239,,20958.98558,13164.04815,78854.86962,10.46936/10.25585/60001365,Newport_SRmetag_141001.NP1,1309063,HNZWN,1308906,
10/2/2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.71,1.195,33.233,,,,,,,,,,
10/3/2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.538,1.009,33.23,,,,,,,,,,
10/4/2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.55,1.089,33.23,,,,,,,,,,
10/5/2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.736,1.187,33.248,,,,,,,,,,
10/6/2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.39,1.14,33.288,,,,,,,,,,
10/7/2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.383,1.44,33.284,8361.25,,,,,,,,,
10/8/2014,0.08,,,,0.08,,0.08,0.248,,0.34,,0.25,,0.279,0.156,0.119,,0.115,0.183,0.137,0.142,2.975,,2.356,2.166,2.713,2.023,2.446,16.65,,16.1,16.93,17.48,17.76,16.984,20.344,1.891,33.294,,14273.06956,23348.24234,93400.90056,,,,,,
10/9/2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.646,1.657,33.345,,,,,,,,,,
10/10/2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.6,1.359,33.409,,,,,,,,,,
10/11/2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.177,1.422,33.365,,,,,,,,,,
10/12/2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.432,1.148,33.362,,,,,,,,,,
10/13/2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.653,0.987,33.373,,,,,,,,,,
10/14/2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.544,0.936,33.37,8749.9,,,,,,,,,
10/15/2014,,,0.49,,0.28,,0.385,0.67,,0.8,,0.873,,0.781,0.109,0.137,0.122,0.137,0.114,0.176,0.133,2.689,6.259,2.856,6.473,2.689,6.663,4.605,14.71,61.89,13.88,64.11,15.26,65.77,39.27,21.687,0.917,33.382,,12554.56972,11186.37961,30379.04977,,,,,,
10/16/2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.446,0.949,33.442,,,,,,,,,,
10/17/2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.884,0.997,33.319,,,,,,,,,,
10/18/2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.273,0.937,33.341,,,,,,,,,,
10/19/2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.428,0.945,33.276,,,,,,,,,,
10/20/2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.72,1.389,33.274,,,,,,,,,,
10/21/2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.702,1.455,33.271,12977.53,,,,,,,,,
10/22/2014,,,0.08,,0.08,,0.08,0.36,,0.37,,0.439,,0.39,0.249,0.234,0.306,0.286,0.275,0.461,0.302,5.283,8.091,5.331,8.234,4.783,8.448,6.695,36.08,66.05,38.02,73.82,33.58,74.1,53.608,20.649,0.953,33.301,,20590.42833,7570.331926,42595.9349,,,,,,
10/23/2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.42,0.985,33.295,,,,,,,,,,
10/24/2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.568,1.021,33.298,,,,,,,,,,
10/25/2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.667,1.245,33.3,,,,,,,,,,
10/26/2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.565,0.934,33.304,,,,,,,,,,
10/27/2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.25,0.901,33.295,,,,,,,,,,
10/28/2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.644,0.896,33.319,12028.71,,,,,,,,,
10/29/2014,0.18,,0.08,,0.08,,0.113,0.56,,0.37,,0.386,,0.439,0.146,0.115,0.131,0.126,0.111,0.14,0.128,2.999,3.046,3.189,2.927,2.975,3.332,3.078,20.81,26.37,21.09,24.98,22.48,26.92,23.775,20.544,0.886,33.316,,16010.11164,4086.911276,78871.44666,,,,,,
10/30/2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.408,0.997,33.316,,,,,,,,,,
10/31/2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.727,0.904,33.321,,,,,,,,,,
11/1/2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.458,0.898,33.305,,,,,,,,,,
11/2/2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.738,1.55,33.229,,,,,,,,,,
11/3/2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.512,0.912,33.249,,,,,,,,,,
11/4/2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.141,2.115,33.275,26204.4,,,,,,,,,
11/5/2014,0.08,,0.08,,0.08,,0.08,0.24,,0.27,,0.366,,0.292,0.242,0.242,0.199,0.205,0.201,0.353,0.24,4.284,4.474,4.093,4.974,4.593,5.069,4.581,33.86,33.3,32.19,38.3,35.8,38.58,35.338,18.831,2.679,33.226,,33368.50985,21387.42508,30621.66605,,,,,,
11/6/2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.944,1.922,33.243,,,,,,,,,,
11/7/2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.872,1.808,33.212,,,,,,,,,,
11/8/2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.897,1.737,33.216,,,,,,,,,,
11/9/2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.687,2.103,33.209,,,,,,,,,,
11/10/2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.032,2.665,33.224,,,,,,,,,,
11/11/2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.76,2.015,33.214,8071.03,,,,,,,,,
11/12/2014,0.26,,0.22,,0.08,,0.187,0.27,,0.33,,0.531,,0.377,0.087,0.087,0.077,0.068,0.125,0.075,0.087,4.26,2.261,4.855,2.57,5.283,3.189,3.736,26.09,16.37,30.53,17.21,31.64,19.98,23.637,19.015,1.833,33.284,,11287.36644,14179.33568,35762.40742,10.46936/10.25585/60001365,Newport_SRmetag_141112.NP1,1308841,HPBYW,1308738,
11/13/2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.808,1.877,33.25,,,,,,,,,,
11/14/2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.069,1.641,33.244,,,,,,,,,,
11/15/2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.341,1.544,33.258,,,,,,,,,,
11/16/2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.402,1.383,33.246,,,,,,,,,,
11/17/2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.799,1.212,33.257,,,,,,,,,,
11/18/2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.705,1.129,33.286,10000.04,,,,,,,,,
11/19/2014,0.08,,0.08,,0.08,,0.08,0.23,,0.27,,0.281,,0.26,0.077,0.125,0.078,0.111,0.077,0.126,0.099,2.594,5.593,2.213,5.521,2.38,5.688,3.998,16.65,36.08,16.1,34.97,17.48,39.13,26.735,18.423,1.195,33.296,,15939.604,28250.28773,37220.57418,,,,,,
11/20/2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.765,1.138,33.281,,,,,,,,,,
11/21/2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.622,1.332,33.204,,,,,,,,,,
11/22/2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.401,1.204,33.189,,,,,,,,,,
11/23/2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.386,1.06,33.186,,,,,,,,,,
11/24/2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,1.462,33.232,,,,,,,,,,
11/25/2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.846,1.273,33.222,15156.21,,,,,,,,,
11/26/2014,0.08,,0.08,,0.08,,0.08,0.31,,0.32,,0.327,,0.319,0.154,0.152,0.146,0.129,0.162,0.155,0.15,2.499,4.165,2.499,4.355,2.951,5.14,3.601,19.15,32.19,18.32,33.58,21.37,41.07,27.613,17.993,1.266,33.223,,20375.69458,22527.45545,58790.80095,10.46936/10.25585/60001365,Newport_SRmetag_141126.NP1,1309043,HOWXZ,1308866,
11/27/2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.112,1.12,33.223,,,,,,,,,,
11/28/2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.438,1.138,33.229,,,,,,,,,,
11/29/2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.502,1.178,33.247,,,,,,,,,,
11/30/2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.788,1.018,33.298,,,,,,,,,,
12/1/2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.824,1.002,33.306,,,,,,,,,,
12/2/2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.753,1.016,33.299,2848.22,,,,,,,,,
12/3/2014,0.08,,0.08,,,,0.08,0.79,,0.38,,0.386,,0.519,0.127,0.086,0.11,0.109,0.048,0.05,0.088,4.736,5.593,5.021,4.974,5.616,5.593,5.255,33.86,47.74,35.52,41.35,43.02,46.07,41.26,18.442,1.109,33.222,,4599.406194,41976.58074,10388.87177,,,,,,
12/4/2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.569,0.989,33.148,,,,,,,,,,
12/5/2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.516,1.007,33.118,,,,,,,,,,
12/6/2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.477,1.023,33.145,,,,,,,,,,
12/7/2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.571,1.006,33.195,,,,,,,,,,
12/8/2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.453,1.089,33.162,,,,,,,,,,
12/9/2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.604,0.986,33.169,29790.86,,,,,,,,,
12/10/2014,0.08,,0.08,,,,0.08,0.32,,0.4,,0.393,,0.371,0.176,0.236,0.232,0.319,0.085,0.097,0.191,4.355,5.426,4.569,4.783,5.497,4.998,4.938,27.75,34.97,26.92,29.7,37.47,32.75,31.593,18.403,0.983,33.19,,36384.00715,42726.40602,54975.73156,10.46936/10.25585/60001365,Newport_SRmetag_141210.NP1,1308832,HPBYU,1308720,
12/11/2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.539,1.036,33.148,,,,,,,,,,
12/12/2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.28,0.963,33.134,,,,,,,,,,
12/13/2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.094,1.026,32.965,,,,,,,,,,
12/14/2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.956,0.979,33.128,,,,,,,,,,
12/15/2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.005,0.935,33.07,,,,,,,,,,
12/16/2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.9,0.916,33.088,8332.25,,,,,,,,,
12/17/2014,0.08,,0.08,,,,0.08,0.39,,,,0.472,,0.431,0.101,0.092,0.095,0.112,0.04,0.04,0.08,2.356,2.618,2.356,2.808,3.046,2.903,2.681,23.313,25.533,21.925,26.365,27.198,26.64291007,25.163,17.591,0.968,32.929,,11654.73875,40758.51257,31263.60312,10.46936/10.25585/60001365,Newport_SRmetag_141217.NP1,1309037,HOWWX,1308854,
12/18/2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.704,1.024,32.708,,,,,,,,,,
12/19/2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.708,0.924,33.008,,,,,,,,,,
12/20/2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.418,0.92,32.941,,,,,,,,,,
12/21/2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.491,0.909,33.082,,,,,,,,,,
12/22/2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.522,0.949,33.038,,,,,,,,,,
12/23/2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.468,1.032,33.039,9585.01,,,,,,,,,
12/24/2014,0.12,,0.095,,,,0.108,0.33,,0.38,,0.465,,0.392,0.32,0.33,0.279,0.375,0.107,0.097,0.251,2.166,5.355,2.094,4.307,2.499,6.092,3.752,20.537,47.458,19.15,38.299,21.092,54.95100202,33.581,17.558,0.94,33.046,,15748.62792,7934.377161,33728.24766,,,,,,
12/25/2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.778,1.096,33.045,,,,,,,,,,
12/26/2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.726,0.94,32.995,,,,,,,,,,
12/27/2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.81,0.906,33.126,,,,,,,,,,
12/28/2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.895,0.933,33.143,,,,,,,,,,
12/29/2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.097,0.89,33.142,,,,,,,,,,
12/30/2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.061,0.893,33.135,,,,,,,,,,
12/31/2014,0.08,,0.08,,,,0.08,0.27,,0.33,,0.327,,0.309,0.047,0.051,0.114,0.066,0.026,0.033,0.056,1,0.643,1.071,0.571,1.095,0.785,0.861,9.991,8.603,9.991,8.326,13.044,9.43603065,9.899,16.314,1.023,33.11,7169.53,9840.873611,36016.05284,21858.28195,,,,,,
1/1/2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.217,0.927,33.119,,,,,,,,,,
1/2/2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.105,0.96,33.12,,,,,,,,,,
1/3/2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.099,0.991,33.12,,,,,,,,,,
1/4/2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.07,0.976,33.134,,,,,,,,,,
1/5/2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.807,0.975,33.132,,,,,,,,,,
1/6/2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.106,1.014,33.113,,,,,10.46936/10.25585/60001365,Newport_SRmetag_150106.NP1,1309299,HSXBG,1309200,
1/7/2015,-0.111,-0.031,0.111,,,,-0.01,0.291,0.215,0.264,,,,0.256,0.116,0.104,0.109,,0.217,0.113,0.132,2.427,2.475,3.07,3.237,3.641,4.069,3.153,24.7,23.035,27.476,26.365,28.031,30.25080414,26.643,16.084,0.894,33.096,16637.26,21813.85983,39017.43733,34542.10441,,,,,,
1/8/2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.162,,33.103,,,,,,,,,,
1/9/2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.424,,33.105,,,,,,,,,,
1/10/2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.463,,33.102,,,,,,,,,,
1/11/2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.256,,33.085,,,,,,,,,,
1/12/2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.312,,33.009,,,,,,,,,,
1/13/2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.472,,32.97,,,,,,,,,,
1/14/2015,0.044,0.043,0.15,,,,0.079,0.316,0.241,0.29,,,,0.282,0.114,0.199,0.112,,0.177,0.093,0.139,2.475,2.451,2.665,2.523,2.665,2.523,2.55,20.815,20.26,23.59,23.868,24.145,23.31254631,22.665,16.55,,33.007,12736.37,17403.40043,77303.64537,34945.06942,10.46936/10.25585/60001365,Newport_SRmetag_150114.NP1,1309314,HSXCG,1309230,
1/15/2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.275,,33.387,,,,,,,,,,
1/16/2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.21,,33.378,,,,,,,,,,
1/17/2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.438,,33.385,,,,,,,,,,
1/18/2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.576,,33.373,,,,,,,,,,
1/19/2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.246,,33.361,,,,,,,,,,
1/20/2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.58,,33.324,,,,,,,,,,
1/21/2015,-0.176,0.006,0.228,,,,0.019,0.193,0.274,0.69,,,,0.386,0.184,0.172,0.16,0.185,0.195,0.17,0.178,5.283,5.45,5.712,4.617,5.093,5.355,5.251,38.577,37.744,41.907,36.634,36.356,42.46213793,38.947,16.385,,33.312,6239.32,11855.87299,12384.68473,29455.88736,,,,,,
1/22/2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.389,,33.293,,,,,,,,,,
1/23/2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.35,,33.312,,,,,,,,,,
1/24/2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.215,,33.303,,,,,,,,,,
1/25/2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.715,,33.373,,,,,,,,,,
1/26/2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.355,,33.365,,,,,,,,,,
1/27/2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.328,,33.348,,,,,,,,,,
1/28/2015,3.992,7.283,4.096,2.096,,,4.367,0.215,0.253,0.258,,,,0.242,0.2,0.161,0.175,0.23,0.174,0.172,0.185,2.546,2.546,2.808,4.165,4.307,3.689,3.344,24.7,23.313,27.476,41.907,40.797,36.07894072,32.379,16.46,,33.344,11611.12,22169.91382,24926.86313,69683.205,,,,,,
1/29/2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.402,,33.35,,,,,,,,,,
1/30/2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.483,,33.351,,,,,,,,,,
1/31/2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.384,,33.342,,,,,,,,,,
2/1/2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.806,,33.316,,,,,,,,,,
2/2/2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.844,,33.33,,,,,,,,,,
2/3/2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.259,,33.317,,,,,,,,,,
2/4/2015,3.608,5.037,2.933,,,,3.859,0.284,0.332,0.291,,,,0.302,0.37,0.311,0.331,0.316,0.298,0.338,0.327,4.998,5.545,5.117,5.117,5.045,5.878,5.283,47.735,53.841,48.568,45.515,37.744,41.35201667,45.793,17.202,,33.27,18881.21,35903.60798,26835.16293,72893.46847,,,,,,
2/5/2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.017,,33.247,,,,,,,,,,
2/6/2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.055,,33.228,,,,,,,,,,
2/7/2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.054,,33.206,,,,,,,,,,
2/8/2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.958,,33.155,,,,,,,,,,
2/9/2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.87,,32.63,,,,,,,,,,
2/10/2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.734,,32.652,,,,,,,,,,
